,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-01-04,719.460022,744.48999,717.1900019999999,729.77002,729.77002,48638200
1,2021-01-05,723.659973,740.840027,719.200012,735.1099849999999,735.1099849999999,32245200
2,2021-01-06,758.48999,774.0,749.099976,755.97998,755.97998,44700000
3,2021-01-07,777.630005,816.98999,775.200012,816.039978,816.039978,51498900
4,2021-01-08,856.0,884.48999,838.3900150000001,880.0200199999999,880.0200199999999,75055500
5,2021-01-11,849.400024,854.429993,803.619995,811.1900019999999,811.1900019999999,59301600
6,2021-01-12,831.0,868.0,827.340027,849.4400019999999,849.4400019999999,46270700
7,2021-01-13,852.76001,860.4699710000001,832.0,854.409973,854.409973,33312500
8,2021-01-14,843.3900150000001,863.0,838.75,845.0,845.0,31266300
9,2021-01-15,852.0,859.900024,819.099976,826.159973,826.159973,38777600
10,2021-01-19,837.799988,850.0,833.0,844.5499880000001,844.5499880000001,25367000
11,2021-01-20,858.73999,859.5,837.280029,850.4500119999999,850.4500119999999,25665900
12,2021-01-21,855.0,855.7199710000001,841.419983,844.98999,844.98999,20521100
13,2021-01-22,834.3099980000001,848.0,828.619995,846.6400150000001,846.6400150000001,20066500
14,2021-01-25,855.0,900.400024,838.820007,880.7999880000001,880.7999880000001,41173400
15,2021-01-26,891.3800050000001,895.900024,871.599976,883.090027,883.090027,23131600
16,2021-01-27,870.349976,891.5,858.659973,864.159973,864.159973,27334000
17,2021-01-28,820.0,848.0,801.0,835.429993,835.429993,26378000
18,2021-01-29,830.0,842.409973,780.099976,793.530029,793.530029,34990800
19,2021-02-01,814.289978,842.0,795.5599980000001,839.8099980000001,839.8099980000001,25391400
20,2021-02-02,844.679993,880.5,842.2000119999999,872.7899779999999,872.7899779999999,24346200
21,2021-02-03,877.0200199999999,878.080017,853.0599980000001,854.6900019999999,854.6900019999999,18343500
22,2021-02-04,855.0,856.5,833.419983,849.98999,849.98999,15812700
23,2021-02-05,845.0,864.7700199999999,838.9699710000001,852.2299800000001,852.2299800000001,18566600
24,2021-02-08,869.669983,877.7700199999999,854.75,863.419983,863.419983,20161700
25,2021-02-09,855.1199949999999,859.7999880000001,841.75,849.4600220000001,849.4600220000001,15157700
26,2021-02-10,843.6400150000001,844.820007,800.02002,804.820007,804.820007,36216100
27,2021-02-11,812.4400019999999,829.880005,801.72998,811.659973,811.659973,21622800
28,2021-02-12,801.26001,817.330017,785.330017,816.119995,816.119995,23768300
29,2021-02-16,818.0,821.0,792.4400019999999,796.219971,796.219971,19802300
30,2021-02-17,779.090027,799.840027,762.01001,798.150024,798.150024,25996500
31,2021-02-18,780.900024,794.6900019999999,776.27002,787.380005,787.380005,17957100
32,2021-02-19,795.0,796.789978,777.369995,781.299988,781.299988,18958300
33,2021-02-22,762.6400150000001,768.5,710.200012,714.5,714.5,37269700
34,2021-02-23,662.130005,713.6099849999999,619.0,698.840027,698.840027,66606900
35,2021-02-24,711.849976,745.0,694.169983,742.02002,742.02002,36767000
36,2021-02-25,726.150024,737.210022,670.580017,682.219971,682.219971,39023900
37,2021-02-26,700.0,706.700012,659.51001,675.5,675.5,41089200
38,2021-03-01,690.1099849999999,719.0,685.049988,718.429993,718.429993,27136200
39,2021-03-02,718.280029,721.1099849999999,685.0,686.4400019999999,686.4400019999999,23732200
40,2021-03-03,687.98999,700.700012,651.710022,653.200012,653.200012,30208000
41,2021-03-04,655.799988,668.450012,600.0,621.4400019999999,621.4400019999999,65919500
42,2021-03-05,626.0599980000001,627.840027,539.48999,597.950012,597.950012,89396500
43,2021-03-08,600.549988,620.130005,558.789978,563.0,563.0,51787000
44,2021-03-09,608.179993,678.090027,595.210022,673.580017,673.580017,67523300
45,2021-03-10,700.299988,717.849976,655.0599980000001,668.0599980000001,668.0599980000001,60605700
46,2021-03-11,699.400024,702.5,677.179993,699.599976,699.599976,36253900
47,2021-03-12,670.0,694.880005,666.1400150000001,693.72998,693.72998,33583800
48,2021-03-15,694.090027,713.179993,684.039978,707.9400019999999,707.9400019999999,29335600
49,2021-03-16,703.349976,707.919983,671.0,676.880005,676.880005,32195700
50,2021-03-17,656.869995,703.72998,651.01001,701.8099980000001,701.8099980000001,40372500
51,2021-03-18,684.289978,689.22998,652.0,653.159973,653.159973,33224800
52,2021-03-19,646.599976,657.22998,624.619995,654.869995,654.869995,42894000
53,2021-03-22,684.590027,699.619995,668.75,670.0,670.0,39512200
54,2021-03-23,675.77002,677.799988,657.51001,662.159973,662.159973,30491900
55,2021-03-24,667.909973,668.02002,630.1099849999999,630.27002,630.27002,33795200
56,2021-03-25,613.0,645.5,609.5,640.3900150000001,640.3900150000001,39224900
57,2021-03-26,641.869995,643.820007,599.8900150000001,618.710022,618.710022,33852800
58,2021-03-29,615.6400150000001,616.47998,596.02002,611.289978,611.289978,28637000
59,2021-03-30,601.75,637.659973,591.01001,635.619995,635.619995,39432400
60,2021-03-31,646.619995,672.0,641.1099849999999,667.929993,667.929993,33337300
61,2021-04-01,688.369995,692.419983,659.419983,661.75,661.75,35298400
62,2021-04-05,707.710022,708.159973,684.700012,691.049988,691.049988,41842800
63,2021-04-06,690.299988,696.549988,681.369995,691.619995,691.619995,28271800
64,2021-04-07,687.0,691.380005,667.840027,670.969971,670.969971,26309400
65,2021-04-08,677.380005,689.549988,671.650024,683.799988,683.799988,23924300
66,2021-04-09,677.77002,680.969971,669.429993,677.02002,677.02002,21437100
67,2021-04-12,685.700012,704.799988,682.090027,701.97998,701.97998,29135700
68,2021-04-13,712.700012,763.0,710.659973,762.320007,762.320007,44652800
69,2021-04-14,770.700012,780.789978,728.030029,732.22998,732.22998,49017400
70,2021-04-15,743.099976,743.6900019999999,721.3099980000001,738.849976,738.849976,27848900
71,2021-04-16,728.650024,749.409973,724.599976,739.780029,739.780029,27979500
72,2021-04-19,719.599976,725.400024,691.799988,714.630005,714.630005,39686200
73,2021-04-20,717.419983,737.25,710.6900019999999,718.98999,718.98999,35609000
74,2021-04-21,704.77002,744.840027,698.0,744.119995,744.119995,31215500
75,2021-04-22,741.5,753.77002,718.039978,719.6900019999999,719.6900019999999,35590300
76,2021-04-23,719.799988,737.3599849999999,715.460022,729.400024,729.400024,28370000
77,2021-04-26,741.0,749.299988,732.6099849999999,738.200012,738.200012,31038500
78,2021-04-27,717.960022,724.0,703.349976,704.73999,704.73999,29437000
79,2021-04-28,696.409973,708.5,693.599976,694.400024,694.400024,22271000
80,2021-04-29,699.51001,702.25,668.5,677.0,677.0,28845400
81,2021-04-30,667.590027,715.469971,666.1400150000001,709.4400019999999,709.4400019999999,40758700
82,2021-05-03,703.799988,706.0,680.5,684.900024,684.900024,27043100
83,2021-05-04,678.9400019999999,683.450012,657.700012,673.599976,673.599976,29739300
84,2021-05-05,681.0599980000001,685.299988,667.340027,670.9400019999999,670.9400019999999,21901900
85,2021-05-06,680.76001,681.02002,650.0,663.539978,663.539978,27784600
86,2021-05-07,665.799988,690.0,660.219971,672.369995,672.369995,23469200
87,2021-05-10,664.900024,665.049988,627.6099849999999,629.039978,629.039978,31392400
88,2021-05-11,599.23999,627.099976,595.599976,617.200012,617.200012,46503900
89,2021-05-12,602.48999,620.409973,586.77002,589.8900150000001,589.8900150000001,33823600
90,2021-05-13,601.539978,606.460022,559.650024,571.6900019999999,571.6900019999999,44184900
91,2021-05-14,583.409973,592.869995,570.460022,589.73999,589.73999,33370900
92,2021-05-17,575.549988,589.72998,561.200012,576.830017,576.830017,32390400
93,2021-05-18,568.0,596.25,563.380005,577.869995,577.869995,36830600
94,2021-05-19,552.549988,566.210022,546.97998,563.460022,563.460022,39578400
95,2021-05-20,575.0,588.849976,571.070007,586.780029,586.780029,30821100
96,2021-05-21,596.1099849999999,596.679993,580.0,580.880005,580.880005,26030600
97,2021-05-24,581.599976,614.47998,573.650024,606.4400019999999,606.4400019999999,34558100
98,2021-05-25,607.3099980000001,613.98999,595.710022,604.6900019999999,604.6900019999999,28005900
99,2021-05-26,607.5599980000001,626.169983,601.5,619.130005,619.130005,28639300
100,2021-05-27,620.23999,631.130005,616.210022,630.849976,630.849976,26370600
101,2021-05-28,628.5,635.590027,622.380005,625.219971,625.219971,22737000
102,2021-06-01,627.799988,633.799988,620.549988,623.900024,623.900024,18084900
103,2021-06-02,620.130005,623.3599849999999,599.1400150000001,605.119995,605.119995,23302800
104,2021-06-03,601.799988,604.549988,571.219971,572.840027,572.840027,30111900
105,2021-06-04,579.710022,600.6099849999999,577.200012,599.049988,599.049988,24036900
106,2021-06-07,591.830017,610.0,582.880005,605.130005,605.130005,22543700
107,2021-06-08,623.01001,623.090027,595.5,603.590027,603.590027,26053400
108,2021-06-09,602.169983,611.789978,597.630005,598.780029,598.780029,16584600
109,2021-06-10,603.880005,616.590027,600.5,610.119995,610.119995,23919600
110,2021-06-11,610.22998,612.5599980000001,601.52002,609.8900150000001,609.8900150000001,16205300
111,2021-06-14,612.22998,625.48999,609.179993,617.6900019999999,617.6900019999999,20424000
112,2021-06-15,616.6900019999999,616.789978,598.22998,599.3599849999999,599.3599849999999,17764100
113,2021-06-16,597.539978,608.5,593.5,604.869995,604.869995,22144100
114,2021-06-17,601.8900150000001,621.469971,601.340027,616.599976,616.599976,22701400
115,2021-06-18,613.369995,628.349976,611.799988,623.3099980000001,623.3099980000001,24528400
116,2021-06-21,624.47998,631.3900150000001,608.880005,620.830017,620.830017,24812700
117,2021-06-22,618.25,628.570007,615.5,623.710022,623.710022,19158900
118,2021-06-23,632.0,657.200012,630.039978,656.570007,656.570007,31099200
119,2021-06-24,674.98999,697.619995,667.6099849999999,679.820007,679.820007,45982400
120,2021-06-25,689.580017,693.8099980000001,668.700012,671.869995,671.869995,32429000
121,2021-06-28,671.6400150000001,694.700012,670.320007,688.719971,688.719971,21591000
122,2021-06-29,684.650024,687.5098879999999,675.8900150000001,679.0599980000001,679.0599980000001,12078236
