,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-01-04,222.52999900000003,223.0,214.809998,217.690002,216.689423,37130100
1,2021-01-05,217.25999500000003,218.520004,215.69999700000002,217.899994,216.898438,23823000
2,2021-01-06,212.169998,216.49000499999997,211.940002,212.25,211.274414,35930700
3,2021-01-07,214.039993,219.33999599999999,213.710007,218.289993,217.286652,27694500
4,2021-01-08,218.67999300000002,220.580002,217.02999900000003,219.61999500000002,218.61055,22956200
5,2021-01-11,218.47000099999997,218.91000400000001,216.729996,217.49000499999997,216.490341,23031300
6,2021-01-12,216.5,217.100006,213.32000699999998,214.92999300000002,213.94209300000003,23249300
7,2021-01-13,214.020004,216.75999500000003,213.92999300000002,216.33999599999999,215.345627,20087100
8,2021-01-14,215.91000400000001,217.460007,212.74000499999997,213.020004,212.040878,29480800
9,2021-01-15,213.520004,214.50999500000003,212.02999900000003,212.649994,211.672577,31746500
10,2021-01-19,213.75,216.979996,212.63000499999998,216.440002,215.445175,30480900
11,2021-01-20,217.69999700000002,225.789993,217.289993,224.33999599999999,223.30885299999997,37777300
12,2021-01-21,224.69999700000002,226.30000299999998,222.419998,224.97000099999997,223.935959,30709400
13,2021-01-22,227.080002,230.07000699999998,225.80000299999998,225.94999700000002,224.91145299999997,30172700
14,2021-01-25,229.11999500000002,229.77999900000003,224.22000099999997,229.52999900000003,228.47499100000002,33152100
15,2021-01-26,231.86000099999998,234.17999300000002,230.080002,232.330002,231.262131,49169600
16,2021-01-27,238.0,240.440002,230.13999900000002,232.899994,231.82951400000002,69870600
17,2021-01-28,235.61000099999998,242.63999900000002,235.08999599999999,238.92999300000002,237.83178700000002,49111200
18,2021-01-29,235.99000499999997,238.020004,231.350006,231.960007,230.89384500000003,42503100
19,2021-02-01,235.059998,242.5,232.42999300000002,239.649994,238.548477,33314200
20,2021-02-02,241.30000299999998,242.309998,238.690002,239.50999500000003,238.409119,25916300
21,2021-02-03,239.57000699999998,245.08999599999999,239.25999500000003,243.0,241.88308700000002,27158100
22,2021-02-04,242.66000400000001,243.24000499999997,240.36999500000002,242.00999500000003,240.897629,25296100
23,2021-02-05,242.229996,243.27999900000003,240.419998,242.19999700000002,241.086761,18054800
24,2021-02-08,243.149994,243.67999300000002,240.809998,242.47000099999997,241.35553,22211900
25,2021-02-09,241.86999500000002,244.75999500000003,241.38000499999998,243.770004,242.64953599999998,23565000
26,2021-02-10,245.0,245.919998,240.88999900000002,242.82000699999998,241.70391800000002,22186700
27,2021-02-11,244.77999900000003,245.149994,242.149994,244.49000499999997,243.366241,15751100
